Unnamed: 0,additionalrooms,age,amenitiesavailable,amenitiesnot,area,balconies,bathroom,bhk,carpetarea,facing,floor,locality,neworold,opensides,overlooking,ownership,possesiondate,price,pricepersquare,projectname,roadfaceing,status,totalfloor
19345,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter","Children's play area,Sports Facility,Landscaped Gardens","1,950 sq ft",,4,3 BHK Villa ,,North,Gr,Kharadi,Resale,,,Freehold,,16000000.0,"₹ 8,205/ sq ft ",,,"Ready to move,Semi-Furnished",
19346,,3 - 4 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens","2,322 sq ft",,3,3 BHK Villa ,,East,Gr,Wagholi,Resale,,,Freehold,,12500000.0,"₹ 5,383/ sq ft ",,,"Ready to move,Semi-Furnished",
19347,,3 - 4 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Lift Available,Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","3,200 sq ft",,3,3 BHK Villa ,,East,Gr,Wagholi,Resale,,,Freehold,,15500000.0,"₹ 4,843/ sq ft ",,,"Ready to move,Unfurnished",
19348,,3 - 4 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Lift Available,Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","2,322 sq ft",,3,3 BHK Villa ,,East,Gr,Wagholi,Resale,,,Freehold,,12000000.0,"₹ 5,167/ sq ft ",,,"Ready to move,Furnished",
19349,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,335 sq ft",2,2,2 BHK Apartment ,,East,"1, ",Kharadi,Resale,,Garden View,Freehold,,10000000.0,"₹ 7,490/ sq ft ",,,"Ready to move,Unfurnished",15
19350,1 rooms( servant room ),,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,050 sq ft",3,3,3 BHK Apartment ,,East,"7, ",Kharadi,Resale,,,Freehold,,16000000.0,"₹ 7,804/ sq ft ",,,"Ready to move,Unfurnished",21
19351,1 rooms( pooja room ),,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Gymnasium,Swimming Pool,Intercom,Landscaped Gardens,AC","Children's play area,Sports Facility,Jogging Track,Wardrobe,TV,Refrigerator,Sofa,Wifi,Dining Table,Gas connection,BED","1,000 sq ft",2,2,2 BHK Apartment ,,East,"10, ",Kharadi,Resale,,,,,6500000.0,"₹ 6,500/ sq ft ",,,"Ready to move,Semi-Furnished",14
19352,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","Children's play area,Gymnasium,Jogging Track","1,500 sq ft",2,3,3 BHK Apartment ,,East,"5, ",Kharadi,Resale,,,,,8500000.0,"₹ 5,666/ sq ft ",,,"Ready to move,Unfurnished",7
19353,,0 - 1 year,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Swimming Pool","Children's play area,Club House,Gymnasium,Sports Facility,Jogging Track,Landscaped Gardens",500 sq ft,,1,1 BHK Apartment ,,East,"3, ",Viman Nagar,Resale,,,Freehold,,3600000.0,"₹ 7,200/ sq ft ",,,"Ready to move,Unfurnished",3
19354,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","4,527 sq ft",,4,4 BHK Apartment ,,East,"2, ",Hadapsar,Resale,,,Co-Operative Society,,43000000.0,"₹ 9,498/ sq ft ",Panchshil One North,,"Ready to move,Unfurnished",22
19355,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","3,858 sq ft",,4,4 BHK Apartment ,,North,"8, ",Hadapsar,Resale,,,Freehold,,42500000.0,"₹ 11,016/ sq ft ",Panchshil One North,,"Ready to move,Unfurnished",14
19356,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom","Sports Facility,Landscaped Gardens","6,500 sq ft",,5,5 BHK Apartment ,,East,"1, ",Hadapsar,Resale,,,Freehold,,49500000.0,"₹ 7,615/ sq ft ",Marvel Diva 1,,"Ready to move,Semi-Furnished",12
19357,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Jogging Track","Children's play area,Club House,Swimming Pool,Sports Facility,Landscaped Gardens","1,510 sq ft",,2,3 BHK Apartment ,,East,"8, ",Yerawada,New,,,Co-Operative Society,,10900000.0,"₹ 7,218/ sq ft ",Goel Ganga Hari Ganga,,Ready to move,11
19358,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,900 sq ft",,3,3 BHK Apartment ,,East,"4, ",Wagholi,Resale,,,Co-Operative Society,,11000000.0,"₹ 3,793/ sq ft ",Kolte Patil Green Groves,,"Ready to move,Unfurnished",4
19359,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility",800 sq ft,,2,2 BHK Apartment ,,East,"1, ",Wagholi,Resale,,,Freehold,,4000000.0,"₹ 5,000/ sq ft ",Shubh Wagheshwar Society,,"Ready to move,Unfurnished",4
19360,,2 - 3 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"1,990 sq ft",,2,2 BHK Apartment ,,East,"11, ",Hadapsar,Resale,,,Freehold,,12300000.0,"₹ 6,180/ sq ft ",Marvel Bounty,,"Ready to move,Furnished",11
19361,,6 - 7 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","2,865 sq ft",,3,3 BHK Apartment ,,East,"10, ",Hadapsar,Resale,,,Freehold,,22500000.0,"₹ 7,853/ sq ft ",Marvel Azure,,"Ready to move,Semi-Furnished",11
19362,,16 - 17 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","5,200 sq ft",,4,4 BHK Apartment ,,North,"9, ",Koregaon Park,Resale,,,Co-Operative Society,,47500000.0,"₹ 9,134/ sq ft ",,,"Ready to move,Furnished",10
19363,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Club House,Sports Facility,Landscaped Gardens","2,100 sq ft",,3,3 BHK Apartment ,,North,"3, ",Koregaon Park,Resale,,,Freehold,,17000000.0,"₹ 8,095/ sq ft ",,,"Ready to move,Furnished",4
19364,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",Children's play area,"3,500 sq ft",,4,4 BHK Apartment ,,East,"9, ",Mundhwa,Resale,,,Co-Operative Society,,33000000.0,"₹ 9,428/ sq ft ",Panchshil Satellite Towers,,"Ready to move,Furnished",10
19365,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility","2,900 sq ft",,4,4 BHK Apartment ,,East,"6, ",Viman Nagar,Resale,,,Freehold,,27000000.0,"₹ 9,310/ sq ft ",Mainland Camelot Royale,,"Ready to move,Furnished",8
19366,,9 - 10 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","2,000 sq ft",,3,3 BHK Apartment ,,East,"7, ",Viman Nagar,Resale,,,Freehold,,15000000.0,"₹ 7,500/ sq ft ",Karia Konark Campus,,"Ready to move,Furnished",7
19367,,11 - 12 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Staff Quarter,Multipurpose Room,Landscaped Gardens",Children's play area,"4,315 sq ft",,4,4 BHK Apartment ,,East,"9, ",Mundhwa,Resale,,,Freehold,,50000000.0,"₹ 11,587/ sq ft ",Panchshil Satellite Towers,,"Ready to move,Unfurnished",10
19368,,6 - 7 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens","2,200 sq ft",,4,4 BHK Villa ,,East,Gr,Koregaon Park,Resale,,,Freehold,,35000000.0,"₹ 15,909/ sq ft ",,,"Ready to move,Unfurnished",
19369,,11 - 12 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens","3,700 sq ft",,4,4 BHK Villa ,,East,Gr,Kharadi,Resale,,,Freehold,,35000000.0,"₹ 9,459/ sq ft ",,,"Ready to move,Semi-Furnished",
19370,,11 years,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","1,300 sq ft",1,3,3 BHK Apartment ,,South,"2, ",Dhole Patil Road,Resale,,,,,11500000.0,"₹ 8,846/ sq ft ",,,"Ready to move,Unfurnished",4
19371,,11 - 12 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Gymnasium,Swimming Pool,Jogging Track","Lift Available,Children's play area,Club House,Sports Facility,Landscaped Gardens","3,700 sq ft",,4,4 BHK Villa ,,East,Gr,Kharadi,Resale,,,Freehold,,35000000.0,"₹ 9,459/ sq ft ",,,"Ready to move,Unfurnished",
19372,,2 - 3 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track,Rain Water Harvesting","Lift Available,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","4,000 sq ft",,5,5 BHK Villa ,,South,Gr,Koregaon Park,Resale,,,Freehold,,62500000.0,"₹ 15,625/ sq ft ",,,"Ready to move,Unfurnished",
19373,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,"2,015 sq ft",,3,3 BHK Apartment ,,,1,Kharadi,Resale,,,,,11300000.0,"₹ 5,607/ sq ft ",Vascon Forest County,,Unfurnished,
19374,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens","1,245 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,4338825.0,"₹ 3,485/ sq ft ",,,,
19375,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,245 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,4245450.0,"₹ 3,410/ sq ft ",,,,
19376,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,855 sq ft",,3,3 BHK Apartment ,,,,Wagholi,New,,,Freehold,,6140050.0,"₹ 3,310/ sq ft ",,,,
19377,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens","1,830 sq ft",,3,3 BHK Apartment ,,,,Wagholi,New,,,Freehold,,6057300.0,"₹ 3,310/ sq ft ",,,,
19378,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Swimming Pool,Jogging Track","Children's play area,Club House,Gymnasium,Sports Facility,Landscaped Gardens","1,830 sq ft",,3,3 BHK Apartment ,,,,Wagholi,New,,,Freehold,,5920050.0,"₹ 3,235/ sq ft ",,,,
19379,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,585 sq ft",,3,3 BHK Apartment ,,,,Wagholi,New,,,Freehold,,5785250.0,"₹ 3,650/ sq ft ",,,,
19380,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,305 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,5220000.0,"₹ 4,000/ sq ft ",Gulmohar Primrose,,,
19381,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,075 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,4300000.0,"₹ 4,000/ sq ft ",Gulmohar Primrose,,,
19382,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Jogging Track","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,140 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,4161000.0,"₹ 3,650/ sq ft ",,,,
19383,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track","Children's play area,Sports Facility,Landscaped Gardens","1,160 sq ft",,2,2 BHK Apartment ,,,,Wagholi,New,,,Freehold,,4234000.0,"₹ 3,650/ sq ft ",,,,
19384,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Sports Facility,Landscaped Gardens","1,340 sq ft",,3,3 BHK Apartment ,,,,Wagholi,New,,,Freehold,,5360000.0,"₹ 4,000/ sq ft ",Gulmohar Primrose,,,
19385,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Sports Facility,Indoor Games,Jogging Track,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens",,"2,910 sq ft",,4,4 BHK Apartment ,,,Gr,Kharadi,Resale,,,,,16500000.0,"₹ 5,670/ sq ft ",Geras Greens Ville Sky Villas,,Unfurnished,
19386,,11 - 12 years,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Jogging Track,Rain Water Harvesting,Staff Quarter","Lift Available,Children's play area,Swimming Pool,Sports Facility,Landscaped Gardens","2,701 sq ft",,4,4 BHK Villa ,,East,Gr,Viman Nagar,New,,,Freehold,,16000000.0,"₹ 5,923/ sq ft ",,,Ready to move,
19387,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Maintenance Staff,Intercom,Rain Water Harvesting,Staff Quarter,Multipurpose Room,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,905 sq ft,,2,2 BHK Apartment ,,,Gr,Wagholi,New,,,,,4100000.0,"₹ 4,530/ sq ft ",Kolte Patil IVY Apartments,,,
19388,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Jogging Track,Shopping Mall,School,Hospital,ATM","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens","1,708 sq ft",,3,3 BHK Apartment ,,,Gr,Koregaon Park,New,,,,,21300000.0,"₹ 12,470/ sq ft ",Builder Florencia by Venkateshwara Square Disha Associates,,,
19389,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Children's play area,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Indoor Games,Jogging Track,Rain Water Harvesting,Landscaped Gardens,Shopping Mall,School,Hospital,ATM",Sports Facility,727 sq ft,,1,2 BHK Apartment ,,,Gr,Wagholi,New,,,,,3000000.0,"₹ 4,126/ sq ft ",Dreams Sankalp,,,
19390,,,"Lift Available,Car Parking,Power Backup,Vaastu Compliant,Club House,Swimming Pool,Jogging Track,Shopping Mall,School,Hospital,ATM","24 X 7 Security,Children's play area,Gymnasium,Sports Facility,Landscaped Gardens",962 sq ft,,2,2 BHK Apartment ,,,Gr,Wagholi,New,,,,,4000000.0,"₹ 4,158/ sq ft ",Samarth Jadhavrao Pride,,,
19391,,,"Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Jogging Track,Staff Quarter,Shopping Mall,School,Hospital,ATM","Lift Available,Children's play area,Gymnasium,Swimming Pool,Sports Facility,Landscaped Gardens",910 sq ft,,2,2 BHK Apartment ,,,Gr,Kharadi,New,,,,,4000000.0,"₹ 4,395/ sq ft ",M S Arham Construction Company Arham Enclave,,,
19392,"3 rooms( study room, servant room, pooja room )",,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","5,173 sq ft",3,4,4 BHK Apartment ,,East,"3, ",Viman Nagar,Resale,,"Garden View, Pool View, Road View",Freehold,,46500000.0,"₹ 8,988/ sq ft ",,,"Ready to move,Unfurnished",5
19393,"3 rooms( study room, servant room, pooja room )",,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","5,105 sq ft",3,4,4 BHK Apartment ,,East,"8, ",Viman Nagar,Resale,,"Garden View, Pool View, Road View",Freehold,,61500000.0,"₹ 12,047/ sq ft ",,,"Ready to move,Unfurnished",16
19394,"3 rooms( study room, servant room, pooja room )",,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","3,725 sq ft",3,4,4 BHK Apartment ,,East,"3, ",Viman Nagar,Resale,,"Garden View, Pool View, Road View",Freehold,,29900000.0,"₹ 8,026/ sq ft ",,,"Ready to move,Unfurnished",4
19395,1 rooms( servant room ),,"Lift Available,Car Parking,Power Backup,24 X 7 Security","Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","3,725 sq ft",2,4,4 BHK Apartment ,,East,"4, ",Viman Nagar,Resale,,"Garden View, Pool View, Road View",Freehold,,30100000.0,"₹ 8,080/ sq ft ",,,"Ready to move,Unfurnished",4
19396,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Multipurpose Room,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","1,540 sq ft",,3,3 BHK Apartment ,,,3,Koregaon Park,Resale,,,Freehold,,17500000.0,"₹ 11,364/ sq ft ",Purple Winterberry Purple,,Unfurnished,
19397,,,"Lift Available,Car Parking,Power Backup,24 X 7 Security,Vaastu Compliant,Club House,Gymnasium,Swimming Pool,Jogging Track,Rain Water Harvesting,Staff Quarter,Shopping Mall,School,Hospital,ATM","Children's play area,Sports Facility,Landscaped Gardens","2,100 sq ft",,3,3 BHK Apartment ,,,2,Kalyani Nagar,Resale,,,Freehold,,10500000.0,"₹ 5,000/ sq ft ",Princeton Princeton Town,,Unfurnished,
19398,,,,"Lift Available,Power Backup,24 X 7 Security,Children's play area,Club House,Gymnasium,Swimming Pool,Sports Facility,Jogging Track,Landscaped Gardens","2,000 sq ft",,3,3 BHK Apartment ,,,3,Koregaon Park,Resale,,,Freehold,,16000000.0,"₹ 8,000/ sq ft ",Builder Prime park,,Unfurnished,
